timestamp,direction,packet_length
1769101215.8541164,OUTbound_CMD,66
1769101215.854571,INbound_TEL,269
1769101215.854988,OUTbound_CMD,66
1769101215.855434,OUTbound_CMD,191
1769101215.894376,INbound_TEL,66
1769101215.902684,INbound_TEL,531
1769101215.9031198,OUTbound_CMD,66
1769101215.9035811,INbound_TEL,531
1769101215.9040403,OUTbound_CMD,159
1769101215.9044855,OUTbound_CMD,158
1769101215.9051645,INbound_TEL,66
1769101215.9056284,OUTbound_CMD,254
1769101215.9060578,INbound_TEL,66
1769101215.946473,INbound_TEL,66
1769101215.9470863,OUTbound_CMD,255
1769101215.9474828,INbound_TEL,66
1769101215.9541566,OUTbound_CMD,191
1769101215.9581296,INbound_TEL,66
1769101215.9755335,INbound_TEL,72
1769101215.9760995,OUTbound_CMD,76
1769101215.9764981,INbound_TEL,66
1769101215.985236,INbound_TEL,530
1769101215.9857748,INbound_TEL,530
1769101215.9862134,OUTbound_CMD,159
1769101215.986446,OUTbound_CMD,158
1769101215.9866493,INbound_TEL,66
1769101215.9868464,INbound_TEL,66
1769101215.9870777,OUTbound_CMD,255
1769101215.9873128,OUTbound_CMD,254
1769101215.9884286,INbound_TEL,66
1769101215.9888673,INbound_TEL,66
1769101215.9955208,INbound_TEL,266
1769101215.995871,INbound_TEL,266
1769101216.035733,OUTbound_CMD,66
1769101216.0378926,OUTbound_CMD,66
1769101216.0542078,OUTbound_CMD,191
1769101216.0546758,INbound_TEL,268
1769101216.054881,OUTbound_CMD,66
1769101216.0550733,INbound_TEL,66
1769101216.0558436,INbound_TEL,268
1769101216.0560446,OUTbound_CMD,66
1769101216.0835268,INbound_TEL,530
1769101216.0838494,OUTbound_CMD,66
1769101216.0843012,OUTbound_CMD,158
1769101216.0849948,INbound_TEL,530
1769101216.0851998,OUTbound_CMD,66
1769101216.0860791,OUTbound_CMD,159
1769101216.0865157,INbound_TEL,66
1769101216.0872834,OUTbound_CMD,255
1769101216.089831,INbound_TEL,66
1769101216.1263468,INbound_TEL,66
1769101216.1268249,OUTbound_CMD,254
1769101216.1283216,INbound_TEL,66
1769101216.1546524,OUTbound_CMD,191
1769101216.158085,INbound_TEL,66
1769101216.183239,INbound_TEL,530
1769101216.1840339,INbound_TEL,530
1769101216.184296,OUTbound_CMD,159
1769101216.1846926,INbound_TEL,66
1769101216.185175,OUTbound_CMD,158
1769101216.185586,INbound_TEL,66
1769101216.1860554,OUTbound_CMD,255
1769101216.186514,OUTbound_CMD,254
1769101216.1906896,INbound_TEL,66
1769101216.1928847,INbound_TEL,66
1769101216.1991017,INbound_TEL,267
1769101216.1995354,INbound_TEL,267
1769101216.2397764,OUTbound_CMD,66
1769101216.240019,OUTbound_CMD,66
1769101216.2499247,INbound_TEL,269
1769101216.2501295,OUTbound_CMD,66
1769101216.2511497,INbound_TEL,269
1769101216.2513528,OUTbound_CMD,66
1769101216.2547228,OUTbound_CMD,191
1769101216.2559447,INbound_TEL,66
1769101216.3024707,INbound_TEL,531
1769101216.3027973,INbound_TEL,531
1769101216.3030262,OUTbound_CMD,66
1769101216.3037722,OUTbound_CMD,159
1769101216.304301,OUTbound_CMD,158
1769101216.3047435,INbound_TEL,66
1769101216.30521,OUTbound_CMD,255
1769101216.3070455,INbound_TEL,66
1769101216.307514,OUTbound_CMD,254
1769101216.308131,INbound_TEL,66
1769101216.3085089,INbound_TEL,66
1769101216.3550344,OUTbound_CMD,191
1769101216.3556278,INbound_TEL,66
1769101216.3918903,INbound_TEL,267
1769101216.3925266,INbound_TEL,267
1769101216.402464,INbound_TEL,531
1769101216.402848,OUTbound_CMD,66
1769101216.4037457,OUTbound_CMD,159
1769101216.404219,INbound_TEL,66
1769101216.4049788,OUTbound_CMD,255
1769101216.4064844,INbound_TEL,66
1769101216.4072628,INbound_TEL,531
1769101216.4077077,OUTbound_CMD,66
1769101216.408198,OUTbound_CMD,158
1769101216.4086063,INbound_TEL,66
1769101216.4096723,OUTbound_CMD,254
1769101216.413081,INbound_TEL,66
1769101216.42341,INbound_TEL,531
1769101216.4243286,OUTbound_CMD,159
1769101216.426219,INbound_TEL,66
1769101216.4421191,INbound_TEL,531
1769101216.4429307,OUTbound_CMD,158
1769101216.443857,INbound_TEL,66
1769101216.4525337,INbound_TEL,269
1769101216.452784,INbound_TEL,269
1769101216.4549608,OUTbound_CMD,191
1769101216.4836032,OUTbound_CMD,255
1769101216.4840572,INbound_TEL,66
1769101216.4983184,INbound_TEL,66
1769101216.498802,OUTbound_CMD,254
1769101216.499195,INbound_TEL,66
1769101216.5554893,OUTbound_CMD,191
1769101216.5560346,INbound_TEL,66
1769101216.5628533,INbound_TEL,531
1769101216.563085,INbound_TEL,531
1769101216.5639396,OUTbound_CMD,159
1769101216.5643497,INbound_TEL,66
1769101216.5648453,OUTbound_CMD,158
1769101216.5654538,INbound_TEL,66
1769101216.5752754,OUTbound_CMD,254
1769101216.576373,INbound_TEL,66
1769101216.583812,OUTbound_CMD,255
1769101216.584284,INbound_TEL,66
1769101216.5983126,INbound_TEL,267
1769101216.5987961,INbound_TEL,267
1769101216.6399033,OUTbound_CMD,66
1769101216.6403074,OUTbound_CMD,66
1769101216.6435854,INbound_TEL,531
1769101216.6440213,OUTbound_CMD,66
1769101216.6444578,INbound_TEL,531
1769101216.6448793,OUTbound_CMD,66
1769101216.6453233,OUTbound_CMD,158
1769101216.6458075,OUTbound_CMD,159
1769101216.6461885,INbound_TEL,66
1769101216.6555164,OUTbound_CMD,191
1769101216.6580725,INbound_TEL,269
1769101216.6613154,INbound_TEL,269
1769101216.6753752,OUTbound_CMD,254
1769101216.6835005,OUTbound_CMD,255
1769101216.718325,INbound_TEL,66
1769101216.726288,INbound_TEL,66
1769101216.7558675,OUTbound_CMD,191
1769101216.7563884,INbound_TEL,66
1769101216.7635403,INbound_TEL,531
1769101216.7644253,OUTbound_CMD,158
1769101216.764901,INbound_TEL,66
1769101216.7656147,INbound_TEL,531
1769101216.7666473,OUTbound_CMD,159
1769101216.7694411,INbound_TEL,66
1769101216.7753065,OUTbound_CMD,254
1769101216.778662,INbound_TEL,66
1769101216.7834666,OUTbound_CMD,255
1769101216.8000593,INbound_TEL,66
1769101216.8216631,INbound_TEL,267
1769101216.8221445,INbound_TEL,267
1769101216.8536932,INbound_TEL,269
1769101216.8541074,OUTbound_CMD,66
1769101216.8545396,INbound_TEL,269
1769101216.8549662,OUTbound_CMD,66
1769101216.8561344,OUTbound_CMD,191
1769101216.8605788,INbound_TEL,66
1769101216.8830771,INbound_TEL,531
1769101216.8839772,OUTbound_CMD,158
1769101216.884434,INbound_TEL,531
1769101216.8848403,INbound_TEL,66
1769101216.8858588,OUTbound_CMD,159
1769101216.8866448,OUTbound_CMD,254
1769101216.8872795,INbound_TEL,66
1769101216.8877947,OUTbound_CMD,255
1769101216.8882022,INbound_TEL,66
1769101216.8886018,INbound_TEL,66
1769101216.9562135,OUTbound_CMD,191
1769101216.9577756,INbound_TEL,66
1769101216.9929388,INbound_TEL,266
1769101216.9934535,INbound_TEL,266
1769101217.0026653,INbound_TEL,530
1769101217.0030746,OUTbound_CMD,66
1769101217.0035233,INbound_TEL,530
1769101217.0039287,OUTbound_CMD,66
1769101217.0043647,OUTbound_CMD,158
1769101217.0048137,OUTbound_CMD,159
1769101217.0051885,INbound_TEL,66
1769101217.0056322,OUTbound_CMD,254
1769101217.0060067,INbound_TEL,66
1769101217.0064397,OUTbound_CMD,255
1769101217.0068245,INbound_TEL,66
1769101217.0072045,INbound_TEL,66
1769101217.0519798,INbound_TEL,268
1769101217.0524683,INbound_TEL,268
1769101217.0561085,OUTbound_CMD,191
1769101217.056923,INbound_TEL,66
1769101217.0930064,OUTbound_CMD,66
1769101217.122903,INbound_TEL,531
1769101217.1238265,INbound_TEL,531
1769101217.124248,OUTbound_CMD,66
1769101217.1247184,OUTbound_CMD,158
1769101217.1251059,INbound_TEL,66
1769101217.1255662,OUTbound_CMD,159
1769101217.1260178,OUTbound_CMD,254
1769101217.1263933,INbound_TEL,66
1769101217.1268501,OUTbound_CMD,255
1769101217.1272335,INbound_TEL,66
1769101217.1276147,INbound_TEL,66
1769101217.1561959,OUTbound_CMD,191
1769101217.1569226,INbound_TEL,66
1769101217.1913633,INbound_TEL,267
1769101217.1918907,INbound_TEL,267
1769101217.2073967,INbound_TEL,531
1769101217.2078261,OUTbound_CMD,66
1769101217.2082841,INbound_TEL,531
1769101217.2086906,OUTbound_CMD,66
1769101217.2091532,OUTbound_CMD,158
1769101217.2096255,OUTbound_CMD,159
1769101217.2102501,INbound_TEL,66
1769101217.2107108,OUTbound_CMD,255
1769101217.2130187,INbound_TEL,66
1769101217.2502923,INbound_TEL,66
1769101217.2508314,OUTbound_CMD,254
1769101217.2553208,INbound_TEL,66
1769101217.2563767,OUTbound_CMD,191
1769101217.2596486,INbound_TEL,66
1769101217.2600937,INbound_TEL,269
1769101217.2605183,INbound_TEL,269
1769101217.3010285,OUTbound_CMD,66
1769101217.3014638,OUTbound_CMD,66
1769101217.3029811,INbound_TEL,531
1769101217.3034286,OUTbound_CMD,66
1769101217.3039112,OUTbound_CMD,159
1769101217.3043025,INbound_TEL,66
1769101217.3047602,INbound_TEL,531
1769101217.305159,OUTbound_CMD,66
1769101217.30562,OUTbound_CMD,255
1769101217.3060708,OUTbound_CMD,158
1769101217.3064628,INbound_TEL,66
1769101217.3068802,INbound_TEL,66
1769101217.3073826,OUTbound_CMD,254
1769101217.3078244,INbound_TEL,66
1769101217.3569214,OUTbound_CMD,191
1769101217.357369,INbound_TEL,66
1769101217.382072,INbound_TEL,531
1769101217.3832371,OUTbound_CMD,159
1769101217.3839169,INbound_TEL,66
1769101217.384504,INbound_TEL,531
1769101217.3850095,OUTbound_CMD,158
1769101217.3854768,OUTbound_CMD,255
1769101217.3858938,INbound_TEL,66
1769101217.386291,INbound_TEL,66
1769101217.386792,OUTbound_CMD,254
1769101217.387771,INbound_TEL,66
1769101217.3965251,INbound_TEL,267
1769101217.3969917,INbound_TEL,267
1769101217.436902,OUTbound_CMD,66
1769101217.4372969,OUTbound_CMD,66
1769101217.45516,INbound_TEL,269
1769101217.4555717,OUTbound_CMD,66
1769101217.4570086,OUTbound_CMD,191
1769101217.4577272,INbound_TEL,269
1769101217.4581447,OUTbound_CMD,66
1769101217.4820948,INbound_TEL,531
1769101217.4825585,OUTbound_CMD,66
1769101217.483326,OUTbound_CMD,159
1769101217.4837692,INbound_TEL,66
1769101217.4842863,OUTbound_CMD,255
1769101217.4847925,INbound_TEL,531
1769101217.4852297,OUTbound_CMD,66
1769101217.4856567,INbound_TEL,66
1769101217.4861777,OUTbound_CMD,158
1769101217.5263379,INbound_TEL,66
1769101217.526811,OUTbound_CMD,254
1769101217.5340834,INbound_TEL,66
1769101217.556882,OUTbound_CMD,191
1769101217.5572615,INbound_TEL,66
1769101217.5636032,INbound_TEL,531
1769101217.5643082,OUTbound_CMD,159
1769101217.5647213,INbound_TEL,66
1769101217.5750318,INbound_TEL,531
1769101217.5763617,OUTbound_CMD,158
1769101217.5767965,INbound_TEL,66
1769101217.5772526,OUTbound_CMD,254
1769101217.5779424,INbound_TEL,66
1769101217.5832212,OUTbound_CMD,255
1769101217.5834394,INbound_TEL,66
1769101217.5922284,INbound_TEL,267
1769101217.5927236,INbound_TEL,267
1769101217.6329348,OUTbound_CMD,66
1769101217.6333544,OUTbound_CMD,66
1769101217.643213,INbound_TEL,531
1769101217.6438003,OUTbound_CMD,66
1769101217.6442974,OUTbound_CMD,159
1769101217.6447892,INbound_TEL,531
1769101217.6452165,OUTbound_CMD,66
1769101217.6457043,OUTbound_CMD,158
1769101217.6461146,INbound_TEL,66
1769101217.6560435,INbound_TEL,269
1769101217.6567256,INbound_TEL,269
1769101217.6574848,OUTbound_CMD,191
1769101217.6578994,INbound_TEL,66
1769101217.6754382,OUTbound_CMD,254
1769101217.6759698,INbound_TEL,66
1769101217.6836462,OUTbound_CMD,255
1769101217.7304487,INbound_TEL,66
1769101217.7575116,OUTbound_CMD,191
1769101217.7579668,INbound_TEL,66
1769101217.7859688,INbound_TEL,531
1769101217.78658,INbound_TEL,531
1769101217.7871099,OUTbound_CMD,158
1769101217.787619,OUTbound_CMD,159
1769101217.7880826,INbound_TEL,66
1769101217.7884903,INbound_TEL,66
1769101217.7890365,OUTbound_CMD,254
1769101217.7895603,OUTbound_CMD,255
1769101217.809199,INbound_TEL,66
1769101217.8096604,INbound_TEL,66
1769101217.817755,INbound_TEL,267
1769101217.8202121,INbound_TEL,267
1769101217.8571317,INbound_TEL,269
1769101217.8575695,OUTbound_CMD,66
1769101217.8580103,INbound_TEL,269
1769101217.8583934,OUTbound_CMD,66
1769101217.8588398,OUTbound_CMD,191
1769101217.8984246,INbound_TEL,66
1769101217.9474795,INbound_TEL,531
1769101217.948747,OUTbound_CMD,159
1769101217.9492242,INbound_TEL,66
1769101217.949754,INbound_TEL,531
1769101217.950252,OUTbound_CMD,255
1769101217.9506783,INbound_TEL,66
1769101217.951161,OUTbound_CMD,158
1769101217.951797,INbound_TEL,66
1769101217.9525123,OUTbound_CMD,254
1769101217.9532897,INbound_TEL,66
1769101217.9579062,OUTbound_CMD,191
1769101217.9584804,INbound_TEL,66
1769101217.9749696,INbound_TEL,72
1769101217.9754918,OUTbound_CMD,76
1769101217.9758854,INbound_TEL,66
1769101217.9958937,INbound_TEL,266
1769101217.9963925,INbound_TEL,266
1769101218.0359237,OUTbound_CMD,66
1769101218.0369027,OUTbound_CMD,66
1769101218.0431874,INbound_TEL,529
1769101218.0436344,OUTbound_CMD,66
1769101218.0442064,INbound_TEL,529
1769101218.0448139,OUTbound_CMD,66
1769101218.0454738,OUTbound_CMD,158
1769101218.0461254,OUTbound_CMD,159
1769101218.0466678,INbound_TEL,66
1769101218.0471883,INbound_TEL,66
1769101218.0478103,OUTbound_CMD,254
1769101218.048423,OUTbound_CMD,255
1769101218.0508885,INbound_TEL,66
1769101218.052112,INbound_TEL,66
1769101218.0528162,INbound_TEL,268
1769101218.0534477,INbound_TEL,268
1769101218.0581226,OUTbound_CMD,191
1769101218.0586672,INbound_TEL,66
1769101218.0930912,OUTbound_CMD,66
1769101218.1230884,INbound_TEL,531
1769101218.123539,OUTbound_CMD,66
1769101218.1243443,OUTbound_CMD,159
1769101218.1248326,INbound_TEL,66
1769101218.1256347,OUTbound_CMD,255
1769101218.1262298,INbound_TEL,66
1769101218.1279235,INbound_TEL,531
1769101218.1292617,OUTbound_CMD,158
1769101218.1297011,INbound_TEL,66
1769101218.1303935,OUTbound_CMD,254
1769101218.130822,INbound_TEL,66
1769101218.1579323,OUTbound_CMD,191
1769101218.1584277,INbound_TEL,66
1769101218.193091,INbound_TEL,267
1769101218.193605,INbound_TEL,267
1769101218.2257712,INbound_TEL,531
1769101218.2261786,OUTbound_CMD,66
1769101218.226622,INbound_TEL,531
1769101218.2270136,OUTbound_CMD,66
1769101218.227451,OUTbound_CMD,158
1769101218.227917,OUTbound_CMD,159
1769101218.228293,INbound_TEL,66
1769101218.2286718,INbound_TEL,66
1769101218.229112,OUTbound_CMD,254
1769101218.229506,INbound_TEL,66
1769101218.2300339,OUTbound_CMD,255
1769101218.2304602,INbound_TEL,66
1769101218.2520416,INbound_TEL,531
1769101218.2522933,INbound_TEL,531
1769101218.2535064,OUTbound_CMD,159
1769101218.25429,OUTbound_CMD,158
1769101218.2627766,INbound_TEL,66
1769101218.263425,INbound_TEL,269
1769101218.265633,INbound_TEL,269
1769101218.2661345,OUTbound_CMD,191
1769101218.2679398,INbound_TEL,530
1769101218.275288,OUTbound_CMD,254
1769101218.2837608,OUTbound_CMD,255
1769101218.2842278,INbound_TEL,66
1769101218.3224132,INbound_TEL,66
1769101218.3585675,OUTbound_CMD,191
1769101218.359282,INbound_TEL,66
1769101218.3713236,INbound_TEL,531
1769101218.372128,INbound_TEL,531
1769101218.3726094,OUTbound_CMD,158
1769101218.3729937,INbound_TEL,66
1769101218.3734515,OUTbound_CMD,159
1769101218.3746395,INbound_TEL,66
1769101218.3751004,OUTbound_CMD,254
1769101218.3754745,INbound_TEL,66
1769101218.3836997,OUTbound_CMD,255
1769101218.3841941,INbound_TEL,66
1769101218.3940454,INbound_TEL,267
1769101218.3946562,INbound_TEL,267
1769101218.4339983,OUTbound_CMD,66
1769101218.4348774,OUTbound_CMD,66
1769101218.4517388,INbound_TEL,269
1769101218.4521723,OUTbound_CMD,66
1769101218.4526463,INbound_TEL,269
1769101218.4530468,OUTbound_CMD,66
1769101218.458836,OUTbound_CMD,191
1769101218.4593353,INbound_TEL,66
1769101218.463104,INbound_TEL,531
1769101218.4637113,INbound_TEL,531
1769101218.4641142,OUTbound_CMD,66
1769101218.4645565,OUTbound_CMD,158
1769101218.4649918,OUTbound_CMD,159
1769101218.5062938,INbound_TEL,66
1769101218.5067554,INbound_TEL,66
1769101218.507264,OUTbound_CMD,255
1769101218.5077627,OUTbound_CMD,602
1769101218.508159,INbound_TEL,66
1769101218.508566,INbound_TEL,66
1769101218.521363,INbound_TEL,404
1769101218.526236,INbound_TEL,404
1769101218.559179,OUTbound_CMD,191
1769101218.5606964,INbound_TEL,66
1769101218.5629606,OUTbound_CMD,66
1769101218.5841434,INbound_TEL,531
1769101218.584563,OUTbound_CMD,66
1769101218.5853248,OUTbound_CMD,159
1769101218.585865,INbound_TEL,531
1769101218.5862744,INbound_TEL,66
1769101218.5867655,OUTbound_CMD,255
1769101218.5872293,OUTbound_CMD,158
1769101218.5876205,INbound_TEL,66
1769101218.588008,INbound_TEL,66
1769101218.5884595,OUTbound_CMD,254
1769101218.5902867,INbound_TEL,66
1769101218.5950737,INbound_TEL,404
1769101218.6004262,INbound_TEL,404
1769101218.6359646,OUTbound_CMD,66
1769101218.6409192,OUTbound_CMD,66
1769101218.6592677,OUTbound_CMD,191
1769101218.6612551,INbound_TEL,269
1769101218.6615028,OUTbound_CMD,66
1769101218.661767,INbound_TEL,269
1769101218.6619694,OUTbound_CMD,66
1769101218.705592,INbound_TEL,531
1769101218.7058837,OUTbound_CMD,66
1769101218.7068236,OUTbound_CMD,158
1769101218.707636,INbound_TEL,531
1769101218.7081394,OUTbound_CMD,66
1769101218.708632,OUTbound_CMD,159
1769101218.709048,INbound_TEL,66
1769101218.7098699,OUTbound_CMD,255
1769101218.7106802,INbound_TEL,66
1769101218.7405875,INbound_TEL,474
1769101218.7410753,INbound_TEL,474
1769101218.741541,OUTbound_CMD,254
1769101218.7451844,INbound_TEL,404
1769101218.7456234,OUTbound_CMD,66
1769101218.7460794,INbound_TEL,404
1769101218.7465398,OUTbound_CMD,414
1769101218.79026,INbound_TEL,66
1769101218.7907784,OUTbound_CMD,191
1769101218.8140793,INbound_TEL,66
1769101218.8150241,INbound_TEL,404
1769101218.8154697,INbound_TEL,404
1769101218.8559144,OUTbound_CMD,66
1769101218.8563213,OUTbound_CMD,66
1769101218.8598056,OUTbound_CMD,191
1769101218.8639624,INbound_TEL,66
1769101218.8679807,INbound_TEL,269
1769101218.8682308,OUTbound_CMD,66
1769101218.8750815,INbound_TEL,542
1769101218.8753304,OUTbound_CMD,66
1769101218.8756106,INbound_TEL,745
1769101218.8758314,OUTbound_CMD,66
1769101218.8952212,INbound_TEL,531
1769101218.8954337,OUTbound_CMD,66
1769101218.895788,INbound_TEL,531
1769101218.8960445,OUTbound_CMD,66
1769101218.8963785,OUTbound_CMD,158
1769101218.8968954,OUTbound_CMD,159
1769101218.8977087,INbound_TEL,66
1769101218.897959,OUTbound_CMD,254
1769101218.8981638,INbound_TEL,66
1769101218.8983939,OUTbound_CMD,255
1769101218.899503,INbound_TEL,66
1769101218.900007,INbound_TEL,66
1769101218.959975,OUTbound_CMD,191
1769101218.9661522,INbound_TEL,66
1769101218.9780598,INbound_TEL,72
1769101218.9786224,OUTbound_CMD,76
1769101218.9790807,INbound_TEL,66
1769101218.9967833,INbound_TEL,541
1769101218.9974642,INbound_TEL,541
1769101219.0224755,INbound_TEL,530
1769101219.0227551,OUTbound_CMD,66
1769101219.0239358,OUTbound_CMD,159
1769101219.024714,INbound_TEL,530
1769101219.0253022,OUTbound_CMD,66
1769101219.0257607,INbound_TEL,66
1769101219.0262418,OUTbound_CMD,158
1769101219.026728,OUTbound_CMD,255
1769101219.0271323,INbound_TEL,66
1769101219.0534232,INbound_TEL,268
1769101219.053887,INbound_TEL,268
1769101219.0543263,OUTbound_CMD,254
1769101219.0939615,OUTbound_CMD,66
1769101219.0982525,INbound_TEL,66
1769101219.098715,OUTbound_CMD,191
1769101219.099085,INbound_TEL,66
1769101219.16042,OUTbound_CMD,191
1769101219.1623495,INbound_TEL,66
1769101219.1652932,INbound_TEL,529
